Job Title,Publish Date,Closing Date,Position Level,Year Experience,Number of Hiring,Salary Range (Min),Salary Range (Max),Gender,Age,Term,Job Category,Industry,Education Level,Language 1,Langue level 1,Langue 2,Language level 2,Language 3,Language level 3,Location 1,Location 2,Location 3,Location 4,Location 5,Location 6,Location 7,Duration of Recruiting,Major 1,Major 2,Major 3,Major 4
Unity Game Developer,"Thursday, September 8, 2022","Saturday, October 8, 2022",Medium Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
Sales Engineer -Dynamic Technology,"Monday, September 5, 2022","Wednesday, October 5, 2022",Medium Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,Sales,Trading,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
Senior Product Development Officer (1post),"Thursday, September 8, 2022","Saturday, October 8, 2022",Medium Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
"Senior Auditor, IT Audit","Thursday, August 18, 2022","Saturday, September 17, 2022",Medium Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,Audit/Taxation,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
Solution Architect,"Monday, August 15, 2022","Wednesday, September 14, 2022",Medium Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,Computer Science,,
"Executive, Sales Force Effectiveness","Monday, August 15, 2022","Wednesday, September 14, 2022",Medium Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,Sales,Others,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
Project and Network Manager,"Friday, August 19, 2022","Sunday, September 18, 2022",Medium Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,Management,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,Information Technology,,
"Senior Officer, Database Administration","Friday, August 19, 2022","Sunday, September 18, 2022",Medium Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,IT Engineering,,
"Senior Officer, Software Engineering (Web)","Monday, August 15, 2022","Wednesday, September 14, 2022",Medium Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
Web/App Developer,"Friday, August 26, 2022","Sunday, September 25, 2022",Medium Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Food & Beverages,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
PHP Web Developer,"Tuesday, August 16, 2022","Thursday, September 15, 2022",Medium Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,Information Technology,,
"Senior Officer, IT EBS","Tuesday, August 16, 2022","Thursday, September 15, 2022",Medium Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
"Officer, UX/UI Designer","Tuesday, August 16, 2022","Thursday, September 15, 2022",Medium Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
Full Stack Developer,"Friday, August 12, 2022","Sunday, September 11, 2022",Medium Skill,1,1,,,Male/Female,Age Unlimited,Full-Time,IT,Architecture/Building/Construction,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
Front-End Developer,"Friday, August 12, 2022","Sunday, September 11, 2022",Medium Skill,1,1,,,Male/Female,Age Unlimited,Full-Time,IT,Architecture/Building/Construction,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
IT Officer - បុគ្គលិកផ្នែកពត៌មានវិទ្យា ($400-$800),"Tuesday, August 23, 2022","Thursday, September 22, 2022",Medium Skill,1,1,,,Male/Female,Age Unlimited,Full-Time,IT,Education,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,Computer Science,,
Laravel PHP Developer,"Wednesday, August 17, 2022","Friday, September 16, 2022",Medium Skill,1,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,Information Technology,,
Flutter Developer,"Thursday, September 8, 2022","Saturday, October 8, 2022",Medium Skill,1,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
Officer - Web BackEnd Development,"Tuesday, September 6, 2022","Thursday, October 6, 2022",Medium Skill,1,1,,,Male/Female,Age Unlimited,Full-Time,IT,Food & Beverages,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
Junior Billing Administrator,"Thursday, August 18, 2022","Saturday, September 17, 2022",Medium Skill,1,1,,,Male/Female,Age Unlimited,Full-Time,Others,Telecommunication,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
"Specialist, Core Banking","Tuesday, August 16, 2022","Thursday, September 15, 2022",Medium Skill,1,1,,,Male/Female,Age Unlimited,Full-Time,Bank/Insurance,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
Software Engineer,"Monday, September 12, 2022","Wednesday, October 12, 2022",Medium Skill,1,1,,,Male/Female,Age Unlimited,Full-Time,Trading,Trading,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
IT SUPERVISOR,"Friday, August 19, 2022","Sunday, September 18, 2022",Medium Skill,None,1,,,Male/Female,Age Unlimited,Full-Time,IT,Real Estate,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
PHP Developers in Phnom Penh USD700 - USD1200/month (Net salary),"Monday, August 29, 2022","Wednesday, September 28, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
Software Developers,"Friday, August 26, 2022","Sunday, September 25, 2022",Medium Skill,4,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
IT – Senior Business Analysis,"Monday, August 15, 2022","Wednesday, September 14, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Insurance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
IT Security Officer,"Monday, August 15, 2022","Wednesday, September 14, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Education,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,Computer Science,,
"Senior Supervisor, Integration Engineer","Monday, August 29, 2022","Wednesday, September 28, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,Others,Insurance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
iOS Developer,"Thursday, August 18, 2022","Saturday, September 17, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
Product Development,"Thursday, September 8, 2022","Saturday, October 8, 2022",Medium Skill,None,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,Computer Science,,
Brand & Campaign Data Analyst,"Monday, August 22, 2022","Wednesday, September 21, 2022",Medium Skill,5,1,,,Male/Female,Age Unlimited,Full-Time,Marketing,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Data Science,,,
Backend Developer,"Monday, September 5, 2022","Wednesday, October 5, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,Information Technology,,
"Analyst, Business Development","Monday, August 15, 2022","Wednesday, September 14, 2022",Medium Skill,None,1,,,Male/Female,Age Unlimited,Full-Time,Sales,Others,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Data Analytics,,,
Senior Accounting System Controller,"Thursday, August 18, 2022","Saturday, September 17, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,Accounting,Trading,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
IP Network Engineer (PP),"Friday, August 19, 2022","Sunday, September 18, 2022",Medium Skill,None,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
"Senior Specialist, Strategy & Planning","Wednesday, August 31, 2022","Friday, September 30, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
"Specialist, IT Security","Friday, August 19, 2022","Sunday, September 18, 2022",Medium Skill,5,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,Computer Science,,
"Manager, Business Intelligence & Data Analytics","Friday, August 26, 2022","Sunday, September 25, 2022",Medium Skill,5,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
"Specialist, Mobile Application Developer","Friday, August 19, 2022","Sunday, September 18, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,Information Technology,,
"Associate, Software Engineering (JAVA)","Wednesday, August 17, 2022","Friday, September 16, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
"Associate, IT QA testing (corebanking)","Wednesday, August 17, 2022","Friday, September 16, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
"Associate, IT QA testing (corebanking)","Wednesday, August 17, 2022","Friday, September 16, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,IT Engineering,,
"Associate, Software Engineer (Android)","Thursday, September 1, 2022","Saturday, October 1, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,IT Engineering,,
Field Network Engineer,"Friday, August 19, 2022","Sunday, September 18, 2022",Medium Skill,None,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
Graphic Designer 250$-500$,"Friday, August 19, 2022","Sunday, September 18, 2022",Medium Skill,None,1,,,Male/Female,Age Unlimited,Full-Time,Design,Advertising/Media/Publishing/Printing,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
Fleet Monitor (Outsourcing),"Friday, August 26, 2022","Sunday, September 25, 2022",Medium Skill,None,1,,,Male/Female,Age Unlimited,Full-Time,Logistics/Shipping/Deliver/Warehouse,Energy/Power/Water/Oil & Gas,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
Senior IT Auditor,"Thursday, August 25, 2022","Saturday, September 24, 2022",Medium Skill,5,1,,,Male/Female,Age Unlimited,Full-Time,Bank/Insurance,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,Computer Science,IT Engineering,
IT Manager,"Monday, August 15, 2022","Wednesday, September 14, 2022",Medium Skill,None,1,,,Male/Female,Age Unlimited,Full-Time,IT,Manufacturing,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,Information Technology,IT Engineering,
"Manager, MIS Reporting","Saturday, August 20, 2022","Monday, September 19, 2022",Medium Skill,5,1,,,Male/Female,Age Unlimited,Full-Time,IT,Trading,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,Computer Science,,
"Manager, IT Project Management","Tuesday, August 16, 2022","Thursday, September 15, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,Management,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
"Specialist, IT Governance","Tuesday, August 16, 2022","Thursday, September 15, 2022",Medium Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,Computer Science,,
Digital Monitor Officer ($350-$400),"Wednesday, August 31, 2022","Friday, September 30, 2022",None,1,1,,,Male/Female,Age Unlimited,Full-Time,IT,General Business Services,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
"Junior Specialist, IT Infrastructure","Friday, September 9, 2022","Sunday, October 9, 2022",Low Skill,None,1,,,Male/Female,Age Unlimited,Full-Time,IT,Others,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
Senior System Devloper,"Tuesday, August 30, 2022","Thursday, September 29, 2022",High Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Automotive - Vehicle,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
MARKETING SUPERVISOR,"Friday, September 2, 2022","Sunday, October 2, 2022",High Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,Marketing,Automotive - Vehicle,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Data Analytics,,,
Web Developer-AIS,"Monday, August 22, 2022","Wednesday, September 21, 2022",None,4,1,,,Male/Female,Age Unlimited,Full-Time,IT,Education,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
"Computer Teacher-Primary, Junior & High School","Monday, August 22, 2022","Wednesday, September 21, 2022",None,2,1,,,Male/Female,Age Unlimited,Full-Time,Education/Training,Education,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,Information Technology,,
"Senior Developer ($800 to $1,000)","Thursday, September 8, 2022","Saturday, October 8, 2022",High Skill,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Information Technology,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,Information Technology,,
"Developer, Application Development","Wednesday, August 17, 2022","Friday, September 16, 2022",Low Skill,1,1,,,Male/Female,Age Unlimited,Full-Time,IT,Trading,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,Information Technology,,
"Senior Developer, Application Development","Wednesday, August 17, 2022","Friday, September 16, 2022",High Skill,1,1,,,Male/Female,Age Unlimited,Full-Time,IT,Trading,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,Information Technology,,
Project Manager,"Thursday, September 8, 2022","Saturday, October 8, 2022",None,5,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
Junior Database Administrator,"Thursday, September 8, 2022","Saturday, October 8, 2022",None,1,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
"Supervisor, IT Business Applications","Wednesday, August 24, 2022","Friday, September 23, 2022",None,5,1,,,Male/Female,Age Unlimited,Full-Time,IT,Food & Beverages,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
"Engineer, IT Business Applications.","Wednesday, August 24, 2022","Friday, September 23, 2022",None,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Food & Beverages,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
"Engineer, BI & Data Analyst","Wednesday, August 24, 2022","Friday, September 23, 2022",None,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Food & Beverages,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,Data Analytics,,
Senior Web Developer,"Friday, August 19, 2022","Sunday, September 18, 2022",High Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
Business Analyst ($300 - $700,"Wednesday, August 24, 2022","Friday, September 23, 2022",Low Skill,None,1,,,Male/Female,Age Unlimited,Full-Time,Administration,Electronics/Electrical/Mechanical Equipment,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Data Science,,,
IT Network Officer,"Thursday, August 25, 2022","Saturday, September 24, 2022",None,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Education,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,IT Engineering,,,
Supervisor- Core ERP,"Tuesday, August 30, 2022","Thursday, September 29, 2022",High Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Food & Beverages,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
Supervisor- IT Security and Compliance,"Tuesday, September 6, 2022","Thursday, October 6, 2022",High Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Food & Beverages,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
FinTech Operation Specialist,"Wednesday, September 7, 2022","Friday, October 7, 2022",Low Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,Operation/Production,Logistics/Freight/Shipping/Delivery/Warehouse,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
Technical Support,"Thursday, August 25, 2022","Saturday, September 24, 2022",None,None,1,,,Male/Female,Age Unlimited,Full-Time,Technician/Maintenance,Electronics/Electrical/Mechanical Equipment,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
Mobile App Developer,"Thursday, September 1, 2022","Saturday, October 1, 2022",None,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Electronics/Electrical/Mechanical Equipment,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
System Administrator (Cloud BASE),"Thursday, August 25, 2022","Saturday, September 24, 2022",None,None,1,,,Male/Female,Age Unlimited,Full-Time,IT,Electronics/Electrical/Mechanical Equipment,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
Backend Developer,"Thursday, September 1, 2022","Saturday, October 1, 2022",None,2,1,,,Male/Female,Age Unlimited,Full-Time,IT,Electronics/Electrical/Mechanical Equipment,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
Automation Executive,"Thursday, August 18, 2022","Saturday, September 17, 2022",High Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,Architecture/Engineering,Food & Beverages,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Software Engineering,,,
Commercial Application Lead,"Tuesday, August 30, 2022","Thursday, September 29, 2022",High Skill,5,1,,,Male/Female,Age Unlimited,Full-Time,IT,Food & Beverages,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
"Senior Officer, IT Audit","Wednesday, August 31, 2022","Friday, September 30, 2022",Low Skill,1,1,,,Male/Female,Age Unlimited,Full-Time,Audit/Taxation,Others,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
IT Projectionist,"Wednesday, August 31, 2022","Friday, September 30, 2022",Low Skill,1,1,,,Male/Female,Age Unlimited,Full-Time,IT,Trading,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
"Senior Associate, Software Engineering (JAVA)","Monday, August 22, 2022","Wednesday, September 21, 2022",High Skill,3,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Computer Science,,,
"Manager, Core/Traditional Banking Apps","Monday, August 15, 2022","Wednesday, September 14, 2022",High Skill,5,1,,,Male/Female,Age Unlimited,Full-Time,IT,Banking & Finance,Graduated,English,Good,,,,,Phnom Penh,,,,,,,30,Information Technology,,,
